Time,Depth,f_velocity,f_volume
2019-09-23 00:00:00,244.39,0.2,253.89999999999998
2019-09-23 00:15:00,244.31,0.2,243.53999999999996
2019-09-23 00:30:00,244.22,0.2,248.26
2019-09-23 00:45:00,243.62,0.2,242.76
2019-09-23 01:00:00,243.67,0.2,247.8
2019-09-23 01:15:00,243.54,0.21,255.18
2019-09-23 01:30:00,243.39,0.2,248.56
2019-09-23 01:45:00,243.58,0.19,231.31
2019-09-23 02:00:00,243.24,0.2,242.53999999999996
2019-09-23 02:15:00,242.74,0.2,250.15999999999997
2019-09-23 02:30:00,243.01,0.2,252.06
2019-09-23 02:45:00,242.81,0.2,251.13
2019-09-23 03:00:00,242.02,0.19,233.86
2019-09-23 03:15:00,241.22,0.18,215.37
2019-09-23 03:30:00,241.59,0.19,230.26999999999992
2019-09-23 03:45:00,241.55,0.21,256.58
2019-09-23 04:00:00,240.96,0.19,226.23000000000002
2019-09-23 04:15:00,240.3,0.19,232.32000000000005
2019-09-23 04:30:00,240.18,0.2,237.36
2019-09-23 04:45:00,239.82,0.21,259.23
2019-09-23 05:00:00,239.7,0.2,243.01999999999998
2019-09-23 05:15:00,240.93,0.2,241.32
2019-09-23 05:30:00,240.3,0.18,223.84000000000003
2019-09-23 05:45:00,240.59,0.21,253.61
2019-09-23 06:00:00,240.5,0.2,238.7
2019-09-23 06:15:00,240.41,0.19,226.83000000000004
2019-09-23 06:30:00,239.93,0.2,243.62
2019-09-23 06:45:00,239.68,0.2,239.39999999999998
2019-09-23 07:00:00,239.41,0.2,242.97000000000003
2019-09-23 07:15:00,239.57,0.19,226.71000000000004
2019-09-23 07:30:00,239.27,0.2,237.05
2019-09-23 07:45:00,239.14,0.18,212.82999999999998
2019-09-23 08:00:00,239.19,0.21,246.98000000000002
2019-09-23 08:15:00,239.16,0.22,258.44
2019-09-23 08:30:00,238.0,0.19,228.25
2019-09-23 08:45:00,237.89,0.19,230.64999999999998
2019-09-23 09:00:00,238.1,0.18,213.3
2019-09-23 09:15:00,237.83,0.17,207.51
2019-09-23 09:30:00,238.43,0.2,243.51
2019-09-23 09:45:00,238.97,0.18,213.44999999999993
2019-09-23 10:00:00,238.31,0.18,214.77999999999997
2019-09-23 10:15:00,238.86,0.17,211.01999999999998
2019-09-23 10:30:00,238.68,0.15,184.58000000000004
2019-09-23 10:45:00,238.31,0.16,196.76
2019-09-23 11:00:00,238.45,0.16,195.64999999999998
2019-09-23 11:15:00,238.01,0.16,194.69
2019-09-23 11:30:00,238.08,0.18,212.47000000000003
2019-09-23 11:45:00,238.17,0.19,225.23000000000002
2019-09-23 12:00:00,238.5,0.17,203.90999999999997
2019-09-23 12:15:00,237.65,0.18,216.89
2019-09-23 12:30:00,238.33,0.18,212.59000000000003
2019-09-23 12:45:00,238.51,0.17,208.39
2019-09-23 13:00:00,238.06,0.18,215.40999999999997
2019-09-23 13:15:00,238.81,0.18,212.85000000000002
2019-09-23 13:30:00,238.51,0.16,191.75000000000006
2019-09-23 13:45:00,237.7,0.18,210.23000000000002
2019-09-23 14:00:00,237.63,0.19,222.91999999999996
2019-09-23 14:15:00,237.58,0.16,187.25
2019-09-23 14:30:00,236.85,0.16,191.18000000000006
2019-09-23 14:45:00,236.11,0.17,198.44999999999993
2019-09-23 15:00:00,235.07,0.16,189.51999999999998
2019-09-23 15:15:00,234.58,0.16,189.82
2019-09-23 15:30:00,235.62,0.17,202.78999999999996
2019-09-23 15:45:00,236.26,0.19,218.01999999999998
2019-09-23 16:00:00,236.24,0.18,212.12
2019-09-23 16:15:00,236.43,0.17,202.45
2019-09-23 16:30:00,238.17,0.17,209.07999999999998
2019-09-23 16:45:00,238.96,0.17,204.46000000000004
2019-09-23 17:00:00,239.83,0.18,222.51
2019-09-23 17:15:00,238.99,0.17,198.31
2019-09-23 17:30:00,239.12,0.17,201.57
2019-09-23 17:45:00,239.55,0.16,197.74
2019-09-23 18:00:00,241.92,0.24,288.67
2019-09-23 18:15:00,242.88,0.25,302.8
2019-09-23 18:30:00,244.94,0.27,341.14
2019-09-23 18:45:00,248.86,0.28,361.98
2019-09-23 19:00:00,256.2,0.29,385.54
2019-09-23 19:15:00,258.92,0.3,405.24
2019-09-23 19:30:00,255.58,0.24,327.81
2019-09-23 19:45:00,254.02,0.19,256.51
2019-09-23 20:00:00,250.82,0.18,230.94999999999993
2019-09-23 20:15:00,250.05,0.2,255.23000000000002
2019-09-23 20:30:00,250.95,0.26,337.52
2019-09-23 20:45:00,253.46,0.28,365.96
2019-09-23 21:00:00,255.91,0.28,380.14
2019-09-23 21:15:00,263.92,0.32,450.56
2019-09-23 21:30:00,267.56,0.31,444.34
2019-09-23 21:45:00,270.71,0.3,446.78
2019-09-23 22:00:00,283.22,0.3,465.83
2019-09-23 22:15:00,286.82,0.28,451.21
2019-09-23 22:30:00,279.55,0.27,412.37
2019-09-23 22:45:00,273.7,0.22,324.61
2019-09-23 23:00:00,267.7,0.22,317.9
2019-09-23 23:15:00,265.73,0.26,366.89
2019-09-23 23:30:00,268.97,0.29,421.13
2019-09-23 23:45:00,274.36,0.36,532.53
2019-09-24 00:00:00,284.89,0.27,431.35
2019-09-24 00:15:00,298.54,0.27,447.8
2019-09-24 00:30:00,299.36,0.31,528.02
2019-09-24 00:45:00,285.7,0.27,425.33
2019-09-24 01:00:00,273.86,0.24,359.94
2019-09-24 01:15:00,267.07,0.22,320.26
2019-09-24 01:30:00,260.51,0.21,289.95
2019-09-24 01:45:00,255.43,0.2,263.94
2019-09-24 02:00:00,252.34,0.18,232.87
2019-09-24 02:15:00,252.13,0.21,272.03
2019-09-24 02:30:00,254.3,0.2,264.01
2019-09-24 02:45:00,255.75,0.18,234.64
2019-09-24 03:00:00,255.43,0.22,289.32
2019-09-24 03:15:00,254.11,0.2,272.0
2019-09-24 03:30:00,252.5,0.21,274.74
2019-09-24 03:45:00,251.28,0.17,228.14
2019-09-24 04:00:00,249.99,0.2,256.68
2019-09-24 04:15:00,248.95,0.21,274.19
2019-09-24 04:30:00,247.41,0.25,317.71
2019-09-24 04:45:00,246.31,0.19,246.27999999999997
2019-09-24 05:00:00,244.83,0.18,229.34000000000003
2019-09-24 05:15:00,244.38,0.21,256.52
2019-09-24 05:30:00,243.74,0.22,269.40999999999997
2019-09-24 05:45:00,243.15,0.17,211.11
2019-09-24 06:00:00,244.18,0.24,294.54
2019-09-24 06:15:00,247.03,0.25,319.91
2019-09-24 06:30:00,253.0,0.23,303.96
2019-09-24 06:45:00,256.22,0.21,278.04
2019-09-24 07:00:00,254.68,0.19,254.72000000000003
2019-09-24 07:15:00,260.55,0.29,399.4
2019-09-24 07:30:00,324.15,0.39,757.85
2019-09-24 07:45:00,480.34,0.56,1799.2600000000002
2019-09-24 08:00:00,487.51,0.57,1879.07
2019-09-24 08:15:00,451.96,0.53,1597.6
2019-09-24 08:30:00,660.73,0.66,3098.49
2019-09-24 08:45:00,505.83,0.55,1894.74
2019-09-24 09:00:00,419.76,0.43,1169.58
2019-09-24 09:15:00,390.81,0.43,1054.83
2019-09-24 09:30:00,382.23,0.44,1055.97
2019-09-24 09:45:00,362.97,0.39,874.81
2019-09-24 10:00:00,348.45,0.38,796.07
2019-09-24 10:15:00,370.09,0.42,963.82
2019-09-24 10:30:00,392.64,0.47,1151.5899999999997
2019-09-24 10:45:00,389.74,0.42,1037.99
2019-09-24 11:00:00,378.31,0.45,1052.37
2019-09-24 11:15:00,370.87,0.43,981.95
2019-09-24 11:30:00,364.81,0.42,939.84
2019-09-24 11:45:00,366.4,0.42,958.0
2019-09-24 12:00:00,371.9,0.44,1014.6
2019-09-24 12:15:00,365.71,0.44,984.95
2019-09-24 12:30:00,360.75,0.43,952.31
2019-09-24 12:45:00,359.42,0.46,1004.0
2019-09-24 13:00:00,362.31,0.4,895.06
2019-09-24 13:15:00,364.69,0.46,1025.89
2019-09-24 13:30:00,521.6,0.67,2533.29
2019-09-24 13:45:00,599.23,0.74,3136.6000000000004
2019-09-24 14:00:00,484.54,0.6,1961.1
2019-09-24 14:15:00,436.44,0.56,1596.66
2019-09-24 14:30:00,416.43,0.5,1347.33
2019-09-24 14:45:00,389.48,0.46,1116.84
2019-09-24 15:00:00,376.2,0.43,1017.02
2019-09-24 15:15:00,538.41,0.61,2411.59
2019-09-24 15:30:00,983.6399999999999,0.88,6551.9
2019-09-24 15:45:00,1048.59,0.79,6306.59
2019-09-24 16:00:00,733.71,0.67,3562.2300000000005
2019-09-24 16:15:00,605.81,0.72,3066.25
2019-09-24 16:30:00,541.75,0.6,2230.89
2019-09-24 16:45:00,477.47,0.58,1843.57
2019-09-24 17:00:00,430.95,0.52,1456.88
2019-09-24 17:15:00,393.69,0.44,1085.88
2019-09-24 17:30:00,377.79,0.44,1030.13
2019-09-24 17:45:00,369.15,0.43,973.67
2019-09-24 18:00:00,365.09,0.41,910.1400000000001
2019-09-24 18:15:00,360.35,0.39,864.42
2019-09-24 18:30:00,355.58,0.39,853.98
2019-09-24 18:45:00,347.04,0.37,780.17
2019-09-24 19:00:00,341.17,0.37,763.44
2019-09-24 19:15:00,338.5,0.36,734.22
2019-09-24 19:30:00,333.12,0.35,702.97
2019-09-24 19:45:00,329.21,0.36,698.59
2019-09-24 20:00:00,326.87,0.34,658.7
2019-09-24 20:15:00,322.62,0.34,646.17
2019-09-24 20:30:00,319.79,0.33,609.2
2019-09-24 20:45:00,316.68,0.32,598.45
2019-09-24 21:00:00,315.01,0.33,605.78
2019-09-24 21:15:00,314.11,0.32,585.95
2019-09-24 21:30:00,310.78,0.31,564.22
2019-09-24 21:45:00,311.06,0.31,558.16
2019-09-24 22:00:00,309.04,0.32,569.5
2019-09-24 22:15:00,307.2,0.33,576.0
2019-09-24 22:30:00,305.82,0.3,520.69
2019-09-24 22:45:00,304.71,0.3,529.68
2019-09-24 23:00:00,303.16,0.31,532.56
2019-09-24 23:15:00,300.5,0.29,497.62
2019-09-24 23:30:00,300.16,0.3,516.66
2019-09-24 23:45:00,298.52,0.28,481.49
2019-09-25 00:00:00,296.95,0.28,462.64
2019-09-25 00:15:00,296.52,0.3,497.81
2019-09-25 00:30:00,295.49,0.28,470.45
2019-09-25 00:45:00,294.29,0.3,503.32
2019-09-25 01:00:00,294.14,0.3,499.71
2019-09-25 01:15:00,293.34,0.28,455.78
2019-09-25 01:30:00,291.26,0.26,427.42
2019-09-25 01:45:00,289.99,0.27,435.84
2019-09-25 02:00:00,290.03,0.28,457.95
2019-09-25 02:15:00,288.47,0.27,433.95
2019-09-25 02:30:00,287.31,0.27,424.63
2019-09-25 02:45:00,287.62,0.26,421.46
2019-09-25 03:00:00,286.68,0.26,412.95
2019-09-25 03:15:00,285.97,0.25,403.04
2019-09-25 03:30:00,285.03,0.27,422.29
2019-09-25 03:45:00,284.0,0.24,369.25
2019-09-25 04:00:00,282.97,0.25,395.52
2019-09-25 04:15:00,282.31,0.27,414.93
2019-09-25 04:30:00,282.32,0.27,416.3
2019-09-25 04:45:00,281.07,0.24,377.64
2019-09-25 05:00:00,279.93,0.24,370.45
2019-09-25 05:15:00,279.04,0.26,397.74
2019-09-25 05:30:00,278.97,0.25,382.07
2019-09-25 05:45:00,277.75,0.25,381.61
2019-09-25 06:00:00,276.72,0.25,374.92
2019-09-25 06:15:00,276.07,0.25,372.44
2019-09-25 06:30:00,275.95,0.25,373.56
2019-09-25 06:45:00,275.22,0.23,346.82
2019-09-25 07:00:00,274.51,0.24,356.1
2019-09-25 07:15:00,273.68,0.23,345.81
2019-09-25 07:30:00,272.82,0.23,339.51
