Time,Depth,f_velocity,f_volume
2019-09-23 00:00:00,323.7,0.64,624.47
2019-09-23 00:15:00,323.36,0.63,616.0
2019-09-23 00:30:00,322.73,0.62,600.09
2019-09-23 00:45:00,322.04,0.6,580.98
2019-09-23 01:00:00,321.2,0.62,599.55
2019-09-23 01:15:00,320.56,0.62,596.69
2019-09-23 01:30:00,320.14,0.64,619.07
2019-09-23 01:45:00,320.1,0.6,583.02
2019-09-23 02:00:00,319.44,0.63,602.94
2019-09-23 02:15:00,318.99,0.63,608.68
2019-09-23 02:30:00,317.95,0.62,592.73
2019-09-23 02:45:00,317.25,0.6,574.82
2019-09-23 03:00:00,316.74,0.62,590.67
2019-09-23 03:15:00,316.98,0.63,595.58
2019-09-23 03:30:00,316.29,0.63,599.24
2019-09-23 03:45:00,316.29,0.62,585.0
2019-09-23 04:00:00,316.39,0.61,580.68
2019-09-23 04:15:00,315.01,0.6,570.81
2019-09-23 04:30:00,314.71,0.61,579.63
2019-09-23 04:45:00,315.12,0.64,600.65
2019-09-23 05:00:00,314.8,0.6,568.98
2019-09-23 05:15:00,314.73,0.63,589.64
2019-09-23 05:30:00,314.22,0.61,573.62
2019-09-23 05:45:00,314.14,0.6,566.85
2019-09-23 06:00:00,313.96,0.64,602.95
2019-09-23 06:15:00,313.93,0.59,557.74
2019-09-23 06:30:00,313.86,0.63,592.99
2019-09-23 06:45:00,313.47,0.61,576.58
2019-09-23 07:00:00,313.48,0.63,591.15
2019-09-23 07:15:00,313.02,0.63,591.0
2019-09-23 07:30:00,313.7,0.62,578.98
2019-09-23 07:45:00,313.83,0.59,553.95
2019-09-23 08:00:00,313.17,0.62,583.07
2019-09-23 08:15:00,313.12,0.61,572.73
2019-09-23 08:30:00,313.12,0.62,580.6
2019-09-23 08:45:00,312.99,0.59,557.22
2019-09-23 09:00:00,313.22,0.61,572.43
2019-09-23 09:15:00,313.05,0.62,582.85
2019-09-23 09:30:00,312.95,0.57,535.9
2019-09-23 09:45:00,313.47,0.63,594.7
2019-09-23 10:00:00,313.14,0.62,581.75
2019-09-23 10:15:00,312.96,0.62,579.44
2019-09-23 10:30:00,312.61,0.61,572.25
2019-09-23 10:45:00,312.58,0.62,576.25
2019-09-23 11:00:00,312.4,0.56,521.29
2019-09-23 11:15:00,312.22,0.58,543.49
2019-09-23 11:30:00,312.34,0.55,515.9
2019-09-23 11:45:00,312.54,0.6,563.46
2019-09-23 12:00:00,312.32,0.6,559.77
2019-09-23 12:15:00,311.37,0.61,570.44
2019-09-23 12:30:00,309.43,0.59,548.13
2019-09-23 12:45:00,306.51,0.54,492.74
2019-09-23 13:00:00,304.24,0.55,492.38
2019-09-23 13:15:00,305.8,0.6,544.26
2019-09-23 13:30:00,307.41,0.58,532.26
2019-09-23 13:45:00,308.51,0.6,550.66
2019-09-23 14:00:00,309.41,0.57,523.01
2019-09-23 14:15:00,311.03,0.57,531.36
2019-09-23 14:30:00,314.11,0.64,601.9
2019-09-23 14:45:00,316.36,0.62,586.07
2019-09-23 15:00:00,317.65,0.65,621.43
2019-09-23 15:15:00,317.89,0.63,605.4
2019-09-23 15:30:00,317.87,0.61,584.59
2019-09-23 15:45:00,317.13,0.63,595.19
2019-09-23 16:00:00,316.12,0.63,600.79
2019-09-23 16:15:00,314.57,0.61,576.6
2019-09-23 16:30:00,312.13,0.62,576.6
2019-09-23 16:45:00,310.61,0.57,524.98
2019-09-23 17:00:00,307.86,0.56,515.69
2019-09-23 17:15:00,305.63,0.57,516.42
2019-09-23 17:30:00,303.77,0.56,505.71
2019-09-23 17:45:00,302.52,0.56,497.58
2019-09-23 18:00:00,301.86,0.54,482.07
2019-09-23 18:15:00,301.18,0.59,525.38
2019-09-23 18:30:00,301.36,0.54,483.03
2019-09-23 18:45:00,302.28,0.54,480.2
2019-09-23 19:00:00,302.71,0.54,483.99
2019-09-23 19:15:00,303.07,0.54,489.07
2019-09-23 19:30:00,303.66,0.58,518.39
2019-09-23 19:45:00,305.84,0.6,546.05
2019-09-23 20:00:00,310.72,0.6,558.96
2019-09-23 20:15:00,319.07,0.66,632.51
2019-09-23 20:30:00,327.14,0.69,680.03
2019-09-23 20:45:00,332.95,0.7,709.38
2019-09-23 21:00:00,334.45,0.67,677.33
2019-09-23 21:15:00,339.36,0.71,734.41
2019-09-23 21:30:00,349.22,0.71,762.8
2019-09-23 21:45:00,359.39,0.8,888.57
2019-09-23 22:00:00,371.32,0.86,997.6
2019-09-23 22:15:00,357.58,0.76,846.8
2019-09-23 22:30:00,347.24,0.74,785.71
2019-09-23 22:45:00,340.2,0.72,752.62
2019-09-23 23:00:00,335.5,0.7,715.7
2019-09-23 23:15:00,330.56,0.7,696.57
2019-09-23 23:30:00,327.59,0.68,675.88
2019-09-23 23:45:00,326.68,0.71,702.44
2019-09-24 00:00:00,325.5,0.66,647.84
2019-09-24 00:15:00,325.28,0.68,667.95
2019-09-24 00:30:00,333.67,0.69,700.77
2019-09-24 00:45:00,340.9,0.71,742.66
2019-09-24 01:00:00,339.81,0.71,734.82
2019-09-24 01:15:00,340.86,0.71,739.65
2019-09-24 01:30:00,340.73,0.71,735.16
2019-09-24 01:45:00,338.41,0.73,750.5
2019-09-24 02:00:00,335.22,0.72,733.31
2019-09-24 02:15:00,331.75,0.74,745.41
2019-09-24 02:30:00,328.77,0.72,718.93
2019-09-24 02:45:00,325.1,0.7,689.0
2019-09-24 03:00:00,323.13,0.7,682.85
2019-09-24 03:15:00,320.9,0.71,687.38
2019-09-24 03:30:00,319.51,0.7,673.4
2019-09-24 03:45:00,318.39,0.7,665.84
2019-09-24 04:00:00,317.7,0.73,699.47
2019-09-24 04:15:00,316.76,0.72,681.51
2019-09-24 04:30:00,315.79,0.68,646.19
2019-09-24 04:45:00,315.35,0.72,681.16
2019-09-24 05:00:00,315.61,0.73,693.52
2019-09-24 05:15:00,315.0,0.7,656.54
2019-09-24 05:30:00,315.66,0.75,709.78
2019-09-24 05:45:00,317.13,0.76,724.15
2019-09-24 06:00:00,318.98,0.72,694.29
2019-09-24 06:15:00,326.0,0.73,717.86
2019-09-24 06:30:00,355.24,0.82,903.64
2019-09-24 06:45:00,370.43,0.86,993.17
2019-09-24 07:00:00,360.88,0.8,896.88
2019-09-24 07:15:00,358.02,0.83,915.75
2019-09-24 07:30:00,356.87,0.81,894.24
2019-09-24 07:45:00,361.19,0.8,900.42
2019-09-24 08:00:00,419.59,1.06,1435.0
2019-09-24 08:15:00,452.6,1.12,1650.66
2019-09-24 08:30:00,476.77,1.15,1799.54
2019-09-24 08:45:00,466.53,1.1,1676.45
2019-09-24 09:00:00,447.39,1.05,1525.15
2019-09-24 09:15:00,431.43,0.99,1375.86
2019-09-24 09:30:00,427.53,1.04,1423.34
2019-09-24 09:45:00,433.19,1.02,1430.73
2019-09-24 10:00:00,441.14,1.05,1502.6800000000003
2019-09-24 10:15:00,441.03,1.06,1510.64
2019-09-24 10:30:00,443.66,1.09,1571.21
2019-09-24 10:45:00,471.07,1.15,1768.16
2019-09-24 11:00:00,484.16,1.11,1776.66
2019-09-24 11:15:00,485.31,1.14,1819.27
2019-09-24 11:30:00,482.73,1.17,1857.57
2019-09-24 11:45:00,485.63,1.17,1864.26
2019-09-24 12:00:00,481.01,1.15,1822.81
2019-09-24 12:15:00,481.18,1.16,1831.12
2019-09-24 12:30:00,479.27,1.14,1796.93
2019-09-24 12:45:00,492.85,1.15,1878.93
2019-09-24 13:00:00,493.46000000000004,1.17,1912.51
2019-09-24 13:15:00,491.02,1.14,1845.79
2019-09-24 13:30:00,579.21,1.28,2533.5699999999997
2019-09-24 13:45:00,575.09,1.2,2339.2
2019-09-24 14:00:00,560.74,1.16,2194.53
2019-09-24 14:15:00,541.74,1.08,1972.38
2019-09-24 14:30:00,529.77,1.02,1807.77
2019-09-24 14:45:00,523.58,1.07,1867.39
2019-09-24 15:00:00,529.72,1.07,1898.9
2019-09-24 15:15:00,646.28,1.23,2762.62
2019-09-24 15:30:00,869.23,1.04,3251.01
2019-09-24 15:45:00,823.01,1.3200000000000003,3881.9700000000003
2019-09-24 16:00:00,740.44,1.3400000000000003,3517.6500000000005
2019-09-24 16:15:00,702.73,1.45,3571.6900000000005
2019-09-24 16:30:00,668.29,1.45,3381.21
2019-09-24 16:45:00,635.79,1.43,3136.79
2019-09-24 17:00:00,628.51,1.41,3052.83
2019-09-24 17:15:00,636.74,1.38,3029.12
2019-09-24 17:30:00,622.49,1.35,2884.6500000000005
2019-09-24 17:45:00,603.43,1.38,2846.88
2019-09-24 18:00:00,595.0,1.31,2658.81
2019-09-24 18:15:00,584.02,1.31,2609.5
2019-09-24 18:30:00,562.39,1.31,2500.4400000000005
2019-09-24 18:45:00,558.06,1.24,2338.87
2019-09-24 19:00:00,548.23,1.19,2199.41
2019-09-24 19:15:00,534.74,1.18,2113.71
2019-09-24 19:30:00,528.74,1.15,2033.75
2019-09-24 19:45:00,520.23,1.11,1933.38
2019-09-24 20:00:00,510.25,1.1,1869.45
2019-09-24 20:15:00,504.21,1.12,1866.56
2019-09-24 20:30:00,498.5,1.09,1804.64
2019-09-24 20:45:00,490.59,1.12,1819.95
2019-09-24 21:00:00,484.82,1.11,1779.27
2019-09-24 21:15:00,483.49,1.12,1783.41
2019-09-24 21:30:00,476.05,1.1,1712.53
2019-09-24 21:45:00,472.47,1.12,1738.28
2019-09-24 22:00:00,471.57,1.13,1740.69
2019-09-24 22:15:00,465.11,1.12,1706.38
2019-09-24 22:30:00,458.39,1.15,1722.95
2019-09-24 22:45:00,454.04,1.1,1630.85
2019-09-24 23:00:00,453.91,1.1,1630.93
2019-09-24 23:15:00,449.36,1.12,1630.85
2019-09-24 23:30:00,450.89,1.07,1563.16
2019-09-24 23:45:00,449.78,1.11,1610.17
2019-09-25 00:00:00,447.27,1.09,1587.46
2019-09-25 00:15:00,441.61,1.06,1508.97
2019-09-25 00:30:00,438.93,1.06,1504.5299999999997
2019-09-25 00:45:00,438.41,1.08,1530.82
2019-09-25 01:00:00,436.88,1.07,1510.04
2019-09-25 01:15:00,432.83,1.04,1452.67
2019-09-25 01:30:00,433.42,1.07,1490.24
2019-09-25 01:45:00,432.78,1.04,1454.11
2019-09-25 02:00:00,430.59,1.06,1475.35
2019-09-25 02:15:00,428.52,1.04,1432.65
2019-09-25 02:30:00,428.83,1.03,1422.96
2019-09-25 02:45:00,427.0,1.02,1400.66
2019-09-25 03:00:00,425.43,1.02,1388.51
2019-09-25 03:15:00,423.72,1.02,1388.08
2019-09-25 03:30:00,422.13,1.04,1402.88
2019-09-25 03:45:00,423.09,1.02,1382.12
2019-09-25 04:00:00,422.05,1.01,1366.96
2019-09-25 04:15:00,419.64,0.98,1321.11
2019-09-25 04:30:00,419.06,1.0,1343.16
2019-09-25 04:45:00,416.57,1.03,1366.53
2019-09-25 05:00:00,415.61,1.0,1330.34
2019-09-25 05:15:00,414.53,0.99,1313.34
2019-09-25 05:30:00,413.04,1.0,1324.55
2019-09-25 05:45:00,413.59,0.98,1296.97
2019-09-25 06:00:00,412.66,0.97,1282.48
2019-09-25 06:15:00,411.65,0.96,1263.4
2019-09-25 06:30:00,410.06,0.96,1260.54
2019-09-25 06:45:00,407.21,0.97,1252.59
2019-09-25 07:00:00,408.06,0.96,1248.76
2019-09-25 07:15:00,406.72,0.98,1263.5
2019-09-25 07:30:00,406.17,0.96,1240.94
2019-09-25 07:45:00,404.35,0.95,1224.0
2019-09-25 08:00:00,403.95,0.96,1234.19
2019-09-25 08:15:00,403.84,0.96,1237.74
2019-09-25 08:30:00,402.32,0.98,1254.09
2019-09-25 08:45:00,400.41,0.96,1223.4
2019-09-25 09:00:00,399.84,0.95,1201.47
2019-09-25 09:15:00,399.86,0.95,1201.17
2019-09-25 09:30:00,398.22,0.94,1189.24
2019-09-25 09:45:00,398.12,0.96,1212.47
2019-09-25 10:00:00,400.69,0.96,1216.42
2019-09-25 10:15:00,401.24,0.94,1195.53
2019-09-25 10:30:00,400.32,0.96,1214.23
2019-09-25 10:45:00,400.31,0.92,1173.0
2019-09-25 11:00:00,398.02,0.97,1225.04
2019-09-25 11:15:00,397.86,0.96,1211.48
2019-09-25 11:30:00,396.94,0.97,1212.65
2019-09-25 11:45:00,396.06,0.94,1179.19
2019-09-25 12:00:00,394.73,0.95,1181.18
2019-09-25 12:15:00,395.73,0.95,1192.79
2019-09-25 12:30:00,394.28,0.95,1180.97
2019-09-25 12:45:00,394.45,0.94,1173.93
2019-09-25 13:00:00,394.18,0.93,1161.96
2019-09-25 13:15:00,393.5,0.95,1175.99
2019-09-25 13:30:00,392.0,0.93,1152.57
2019-09-25 13:45:00,391.59,0.94,1163.75
2019-09-25 14:00:00,391.59,0.93,1146.49
2019-09-25 14:15:00,391.81,0.94,1167.35
2019-09-25 14:30:00,390.7,0.94,1161.62
2019-09-25 14:45:00,389.38,0.94,1153.67
2019-09-25 15:00:00,389.05,0.99,1208.78
2019-09-25 15:15:00,386.82,0.93,1134.85
2019-09-25 15:30:00,384.66,0.94,1141.76
2019-09-25 15:45:00,385.44,0.93,1121.76
2019-09-25 16:00:00,384.77,0.92,1118.2
2019-09-25 16:15:00,383.22,0.94,1128.48
2019-09-25 16:30:00,382.72,0.94,1132.38
2019-09-25 16:45:00,382.85,0.92,1108.04
2019-09-25 17:00:00,381.2,0.92,1098.18
2019-09-25 17:15:00,380.54,0.9,1079.06
2019-09-25 17:30:00,379.1,0.92,1093.64
2019-09-25 17:45:00,379.06,0.91,1075.14
2019-09-25 18:00:00,377.79,0.95,1118.61
2019-09-25 18:15:00,377.64,0.96,1131.61
2019-09-25 18:30:00,377.35,0.91,1080.49
2019-09-25 18:45:00,376.82,0.9,1065.79
2019-09-25 19:00:00,377.14,0.92,1081.94
2019-09-25 19:15:00,376.63,0.91,1072.97
2019-09-25 19:30:00,377.13,0.9,1058.89
2019-09-25 19:45:00,374.7,0.9,1060.05
2019-09-25 20:00:00,375.53,0.91,1071.6
2019-09-25 20:15:00,375.93,0.89,1048.46
2019-09-25 20:30:00,375.87,0.92,1076.68
2019-09-25 20:45:00,375.56,0.9,1061.77
2019-09-25 21:00:00,374.93,0.92,1072.6
2019-09-25 21:15:00,374.31,0.89,1047.08
2019-09-25 21:30:00,373.67,0.9,1052.63
2019-09-25 21:45:00,372.89,0.92,1072.07
2019-09-25 22:00:00,373.33,0.87,1019.61
2019-09-25 22:15:00,372.71,0.9,1048.18
2019-09-25 22:30:00,371.83,0.89,1026.94
2019-09-25 22:45:00,370.47,0.88,1011.88
2019-09-25 23:00:00,369.02,0.87,1003.47
2019-09-25 23:15:00,367.79,0.86,989.26
2019-09-25 23:30:00,366.84,0.86,984.21
2019-09-25 23:45:00,365.84,0.86,981.3
2019-09-26 00:00:00,365.9,0.85,965.21
2019-09-26 00:15:00,367.25,0.87,998.31
2019-09-26 00:30:00,369.03,0.86,986.28
2019-09-26 00:45:00,372.42,0.89,1038.66
2019-09-26 01:00:00,378.0,0.93,1101.79
2019-09-26 01:15:00,403.63,0.94,1209.74
2019-09-26 01:30:00,422.15,1.03,1391.81
2019-09-26 01:45:00,516.42,1.14,1958.81
2019-09-26 02:00:00,527.2,1.14,2004.82
2019-09-26 02:15:00,490.62,1.13,1833.68
2019-09-26 02:30:00,453.74,1.07,1584.45
2019-09-26 02:45:00,435.22,1.03,1445.91
2019-09-26 03:00:00,423.73,1.01,1376.33
2019-09-26 03:15:00,426.07,1.01,1387.64
2019-09-26 03:30:00,429.81,1.01,1401.13
2019-09-26 03:45:00,434.66,1.03,1446.81
2019-09-26 04:00:00,436.2,1.04,1465.83
2019-09-26 04:15:00,440.66,1.03,1466.7
2019-09-26 04:30:00,442.6,1.04,1483.74
2019-09-26 04:45:00,440.19,1.04,1479.7199999999998
2019-09-26 05:00:00,436.49,1.04,1471.64
2019-09-26 05:15:00,451.81,1.06,1562.82
2019-09-26 05:30:00,609.11,1.25,2628.5300000000007
2019-09-26 05:45:00,664.41,1.3900000000000001,3212.8500000000004
2019-09-26 06:00:00,596.59,1.24,2535.83
2019-09-26 06:15:00,548.86,1.02,1895.49
2019-09-26 06:30:00,537.02,1.09,1959.42
2019-09-26 06:45:00,543.06,1.13,2070.39
2019-09-26 07:00:00,546.22,1.17,2150.87
2019-09-26 07:15:00,572.92,1.24,2409.34
2019-09-26 07:30:00,570.62,1.25,2416.8100000000004
2019-09-26 07:45:00,573.78,1.23,2396.51
2019-09-26 08:00:00,567.32,1.26,2421.62
2019-09-26 08:15:00,562.94,1.22,2326.71
2019-09-26 08:30:00,552.19,1.19,2219.69
2019-09-26 08:45:00,547.36,1.15,2116.03
2019-09-26 09:00:00,543.41,1.07,1953.61
2019-09-26 09:15:00,535.49,1.0,1797.7
2019-09-26 09:30:00,527.81,1.06,1873.88
2019-09-26 09:45:00,521.61,1.05,1835.56
2019-09-26 10:00:00,513.08,1.05,1795.37
2019-09-26 10:15:00,508.5,1.05,1768.22
2019-09-26 10:30:00,501.30999999999995,1.09,1803.04
2019-09-26 10:45:00,498.7,1.09,1793.3
2019-09-26 11:00:00,492.03,1.07,1740.86
2019-09-26 11:15:00,488.47,1.09,1748.76
2019-09-26 11:30:00,485.41,1.09,1735.26
2019-09-26 11:45:00,482.05,1.09,1728.01
2019-09-26 12:00:00,478.34,1.11,1745.35
2019-09-26 12:15:00,475.08,1.08,1691.06
2019-09-26 12:30:00,476.34,1.07,1679.61
2019-09-26 12:45:00,471.21,1.05,1627.53
2019-09-26 13:00:00,469.22,1.03,1580.15
2019-09-26 13:15:00,467.52,1.0,1527.94
2019-09-26 13:30:00,467.02,1.0,1524.85
2019-09-26 13:45:00,467.13,1.01,1547.3
2019-09-26 14:00:00,469.38,0.97,1487.15
2019-09-26 14:15:00,495.88,1.0,1647.17
2019-09-26 14:30:00,570.38,1.17,2261.67
2019-09-26 14:45:00,555.19,1.07,2007.27
2019-09-26 15:00:00,528.11,1.05,1856.63
2019-09-26 15:15:00,523.56,1.05,1836.14
2019-09-26 15:30:00,543.61,1.09,1988.65
2019-09-26 15:45:00,540.74,1.05,1899.53
2019-09-26 16:00:00,544.98,1.1,2008.38
2019-09-26 16:15:00,554.52,1.1,2054.38
2019-09-26 16:30:00,558.26,1.11,2097.19
2019-09-26 16:45:00,555.57,1.05,1971.71
2019-09-26 17:00:00,548.35,1.1,2034.42
2019-09-26 17:15:00,543.97,1.0,1841.54
2019-09-26 17:30:00,537.3,1.01,1827.81
2019-09-26 17:45:00,532.57,1.02,1825.21
2019-09-26 18:00:00,528.22,1.03,1811.46
2019-09-26 18:15:00,522.23,1.02,1772.01
2019-09-26 18:30:00,517.72,1.0,1732.82
2019-09-26 18:45:00,512.9,0.98,1671.67
2019-09-26 19:00:00,509.44,0.96,1628.44
2019-09-26 19:15:00,506.59,0.97,1632.76
2019-09-26 19:30:00,502.99,0.97,1625.14
