-205206.3,7129935.3, 1
-204038.6,7129966.2, 2
-204135.3,7129996.6, 3
-201373.7,7130957.7, 4
-201404.2,7130890.1, 5
-200261.88,7131224.48, 6
-199660.96,7131379.10, 7
-199623.04,7131441.85, 8
-197017.17,7130445.89, 9
-196326.99,7131199.34, 10
-195032.16,7131071.89, 11
-194649.7,7131254.6, 12
-196664.8,7136090.1, 13
-198184.5,7136785.8, 14
-197343.96,7137263.23, 15
-197200.92,7139563.88, 16
