Time,F0014,F0014,F0014
23/09/2019 21:15,281.59,0.72,561.81
23/09/2019 21:30,321.48,0.77,725.83
23/09/2019 21:45,323.53,0.78,739.72
23/09/2019 22:00,309.71,0.78,694.6
23/09/2019 22:15,301.94,0.76,656.26
23/09/2019 22:30,295.84,0.75,628.36
23/09/2019 22:45,298.09,0.78,657.13
23/09/2019 23:00,303.05,0.79,681.08
23/09/2019 23:15,295.12,0.77,640.37
23/09/2019 23:30,287.74,0.78,620.66
23/09/2019 23:45,291.17,0.73,593.37
24/09/2019 00:00,328.33,0.77,750.13
24/09/2019 00:15,308.8,0.78,697.66
24/09/2019 00:30,297.25,0.79,660.53
24/09/2019 00:45,288.43,0.76,614.32
24/09/2019 01:00,277.86,0.72,547.11
24/09/2019 01:15,271.82,0.69,511.44
24/09/2019 01:30,269.35,0.7,509.8
24/09/2019 01:45,276.37,0.74,556.26
24/09/2019 02:00,278.42,0.74,567.51
24/09/2019 02:15,278.43,0.74,562.13
24/09/2019 02:30,278.12,0.73,552.4
24/09/2019 02:45,277.61,0.73,551.03
24/09/2019 03:00,275.98,0.73,549.42
24/09/2019 03:15,273.49,0.71,528.97
24/09/2019 03:30,269.08,0.7,509.33
24/09/2019 03:45,265.94,0.7,500.49
24/09/2019 04:00,264.4,0.7,493.52
24/09/2019 04:15,262.63,0.68,477.17
24/09/2019 04:30,261.71,0.68,477.33
24/09/2019 04:45,259.58,0.68,466.8
24/09/2019 05:00,259.73,0.66,458.93
24/09/2019 05:15,259.36,0.66,453.06
24/09/2019 05:30,257.95,0.66,449.54
24/09/2019 05:45,256.67,0.64,438.76
24/09/2019 06:00,257.7,0.65,442.11
24/09/2019 06:15,258.76,0.66,455.61
24/09/2019 06:30,272.09,0.72,529.85
24/09/2019 06:45,277.29,0.73,551.46
24/09/2019 07:00,280.69,0.76,584.29
24/09/2019 07:15,279.18,0.74,568.72
24/09/2019 07:30,293.35,0.76,629.25
24/09/2019 07:45,354.05,0.78,852.02
24/09/2019 08:00,369.25,0.87,1001.84
24/09/2019 08:15,411.28,0.91,1149.1
24/09/2019 08:30,428.05,0.9,1159.92
24/09/2019 08:45,420.92,0.89,1154.12
24/09/2019 09:00,399.12,0.9,1150.97
24/09/2019 09:15,399.12,0.92,1179.86
24/09/2019 09:30,394.13,0.92,1160.59
24/09/2019 09:45,382.67,0.92,1116.05
24/09/2019 10:00,372.05,0.92,1068.74
24/09/2019 10:15,378.59,0.91,1091.97
24/09/2019 10:30,387.69,0.87,1079.79
24/09/2019 10:45,390.8,0.91,1129.64
24/09/2019 11:00,389.52,0.93,1155.56
24/09/2019 11:15,390.23,0.94,1168.93
24/09/2019 11:30,397.47,0.92,1181.21
24/09/2019 11:45,401.53,0.92,1182.2
24/09/2019 12:00,400.14,0.92,1188.45
24/09/2019 12:15,396.69,0.93,1185.45
24/09/2019 12:30,398.2,0.92,1173.33
24/09/2019 12:45,397.32,0.91,1165.3
24/09/2019 13:00,395.51,0.91,1153.91
24/09/2019 13:15,406.87,0.86,1092.32
24/09/2019 13:30,442.21,0.84,1079.16
24/09/2019 13:45,425.21,0.91,1165.08
24/09/2019 14:00,469.96,0.91,1167.44
24/09/2019 14:15,457.59,0.86,1105.58
24/09/2019 14:30,436.11,0.87,1123.62
24/09/2019 14:45,419.91,0.87,1122.22
24/09/2019 15:00,415.51,0.88,1129.63
24/09/2019 15:15,468.63,0.84,1083.02
24/09/2019 15:30,692.9,0.75,962.52
24/09/2019 15:45,748.21,0.88,1131.46
24/09/2019 16:00,734.12,1.01,1302.33
24/09/2019 16:15,681.88,0.95,1232.31
24/09/2019 16:30,591.58,1,1285.15
24/09/2019 16:45,550.07,1,1290.3
24/09/2019 17:00,509.76,1.03,1327.68
24/09/2019 17:15,493.13,1.04,1337.67
24/09/2019 17:30,491.66,1.05,1353.24
24/09/2019 17:45,488.34,1.02,1315.22
24/09/2019 18:00,481.52,1.06,1365.7
24/09/2019 18:15,462.75,1.06,1362.37
24/09/2019 18:30,446.07,1.07,1373
24/09/2019 18:45,432.27,1.07,1379.77
24/09/2019 19:00,421.42,1.08,1388.68
24/09/2019 19:15,416.21,1.07,1382.13
24/09/2019 19:30,415.68,1.09,1404.79
24/09/2019 19:45,405.28,1.07,1379.59
24/09/2019 20:00,395.16,1.09,1382.45
24/09/2019 20:15,387.98,1.09,1352.29
24/09/2019 20:30,390.3,1.09,1351.96
24/09/2019 20:45,390.19,1.09,1355.74
24/09/2019 21:00,390.85,1.09,1359.69
24/09/2019 21:15,389.28,1.09,1350.3
24/09/2019 21:30,383.32,1.11,1348.74
24/09/2019 21:45,381.28,1.1,1330.24
24/09/2019 22:00,378.8,1.11,1323.61
24/09/2019 22:15,373.73,1.09,1273.92
24/09/2019 22:30,372.97,1.09,1272.17
24/09/2019 22:45,367.56,1.1,1256.01
24/09/2019 23:00,366.24,1.09,1246.73
24/09/2019 23:15,369.79,1.07,1238.27
24/09/2019 23:30,365.04,1.1,1246.33
24/09/2019 23:45,363.08,1.08,1221.03
25/09/2019 00:00,362.89,1.09,1229.51
25/09/2019 00:15,356.09,1.08,1177.42
25/09/2019 00:30,358.55,1.1,1213.04
25/09/2019 00:45,357.53,1.07,1176.54
25/09/2019 01:00,358.32,1.08,1190.93
25/09/2019 01:15,361.95,1.07,1196.77
25/09/2019 01:30,362.77,1.09,1224.76
25/09/2019 01:45,360.07,1.07,1191.49
25/09/2019 02:00,356.41,1.1,1204.48
25/09/2019 02:15,357.49,1.08,1191.71
25/09/2019 02:30,355.42,1.07,1174.14
25/09/2019 02:45,342.86,1.09,1135.37
25/09/2019 03:00,343.51,1.09,1132.69
25/09/2019 03:15,340.34,1.1,1125.76
25/09/2019 03:30,344.71,1.08,1132.01
25/09/2019 03:45,343.22,1.09,1134.23
25/09/2019 04:00,344.99,1.09,1144.09
25/09/2019 04:15,343.79,1.08,1122.23
25/09/2019 04:30,345.24,1.08,1128
25/09/2019 04:45,343.07,1.08,1122.5
25/09/2019 05:00,341.77,1.09,1127.55
25/09/2019 05:15,341.3,1.07,1104.85
25/09/2019 05:30,340.06,1.04,1065.09
25/09/2019 05:45,338.82,1.04,1058.96
25/09/2019 06:00,339.7,1.06,1088.94
25/09/2019 06:15,339.67,1.05,1077.38
25/09/2019 06:30,339.97,1.05,1078.24
25/09/2019 06:45,339.35,1.03,1053.33
25/09/2019 07:00,337.62,1.02,1037.44
25/09/2019 07:15,337.77,1.03,1047.07
25/09/2019 07:30,339.11,1.03,1053.41
25/09/2019 07:45,337.67,1.03,1050.03
25/09/2019 08:00,338.6,0.99,1009.06
25/09/2019 08:15,338.42,1.01,1030.46
25/09/2019 08:30,335.45,1.01,1014.8
25/09/2019 08:45,335.37,0.99,995.13
25/09/2019 09:00,335.24,0.99,990.41
25/09/2019 09:15,333.88,0.99,990.8
25/09/2019 09:30,331.34,0.98,964.13
25/09/2019 09:45,330.76,0.99,975.72
25/09/2019 10:00,331.31,0.99,979.61
25/09/2019 10:15,331.04,1,986.96
25/09/2019 10:30,329.67,0.98,962.83
25/09/2019 10:45,333.18,1,995.25
25/09/2019 11:00,331.86,0.98,968.55
25/09/2019 11:15,331.31,0.99,977.61
25/09/2019 11:30,329.58,0.98,964.24
25/09/2019 11:45,329.68,0.98,958.43
25/09/2019 12:00,329.47,0.99,970.84
25/09/2019 12:15,327.01,0.96,931.32
25/09/2019 12:30,326.73,0.97,942.41
25/09/2019 12:45,326.17,0.95,914.43
25/09/2019 13:00,326.85,0.96,928.68
25/09/2019 13:15,324.34,0.98,935.14
25/09/2019 13:30,323.53,0.94,900.37
25/09/2019 13:45,324.8,0.97,931.23
25/09/2019 14:00,322.48,0.96,910.9
25/09/2019 14:15,321.83,0.96,908
25/09/2019 14:30,321.52,0.97,913.8
25/09/2019 14:45,321.61,0.96,910.05
25/09/2019 15:00,321.43,0.97,916.23
25/09/2019 15:15,320.67,0.94,885.06
25/09/2019 15:30,319.25,0.95,885.7
25/09/2019 15:45,319.02,0.94,874.76
25/09/2019 16:00,317.14,0.92,854.64
25/09/2019 16:15,316.08,0.91,838.54
25/09/2019 16:30,313.26,0.91,827.52
25/09/2019 16:45,311.71,0.93,835.9
25/09/2019 17:00,311.34,0.93,837.41
25/09/2019 17:15,312.32,0.93,839.01
25/09/2019 17:30,311.5,0.9,812.8
25/09/2019 17:45,308.95,0.92,823.12
25/09/2019 18:00,308.29,0.92,816.2
25/09/2019 18:15,309.14,0.91,813.57
25/09/2019 18:30,309.17,0.89,789.15
25/09/2019 18:45,307.23,0.91,800.51
25/09/2019 19:00,311.79,0.92,826.56
25/09/2019 19:15,308.17,0.9,802.77
25/09/2019 19:30,306.59,0.9,788.17
25/09/2019 19:45,305.52,0.92,801.92
25/09/2019 20:00,304.53,0.9,780.63
25/09/2019 20:15,305.99,0.88,771.15
25/09/2019 20:30,307.54,0.89,790.07
25/09/2019 20:45,306.8,0.91,799.32
25/09/2019 21:00,304.73,0.91,793.8
25/09/2019 21:15,303.39,0.87,757.75
25/09/2019 21:30,305.46,0.88,766.83
25/09/2019 21:45,304.44,0.89,775.87
25/09/2019 22:00,306.02,0.9,785.88
25/09/2019 22:15,304.02,0.9,781.77
25/09/2019 22:30,304.14,0.87,754.73
25/09/2019 22:45,303.46,0.9,777.47
25/09/2019 23:00,304.33,0.91,795.49
25/09/2019 23:15,304.36,0.89,777.29
25/09/2019 23:30,299.8,0.86,736.06
25/09/2019 23:45,299.41,0.85,718.58
26/09/2019 00:00,298.3,0.86,722.44
26/09/2019 00:15,298.49,0.86,730.2
26/09/2019 00:30,300.55,0.88,752.45
26/09/2019 00:45,312.86,0.9,815.99
26/09/2019 01:00,315.99,0.94,861.43
26/09/2019 01:15,321.38,0.94,892.35
26/09/2019 01:30,362.29,0.92,1030.88
26/09/2019 01:45,399.22,1.01,1282.7
26/09/2019 02:00,448.93,1.06,1369.56
26/09/2019 02:15,417.38,1.07,1384.92
26/09/2019 02:30,407.35,1.07,1379.05
26/09/2019 02:45,385.83,1.12,1375.14
26/09/2019 03:00,368.83,1.11,1272.64
26/09/2019 03:15,358.14,1.08,1195.12
26/09/2019 03:30,352.6,1.06,1149.95
26/09/2019 03:45,348,1.06,1120.97
26/09/2019 04:00,346.61,1.05,1110.51
26/09/2019 04:15,349.31,1.09,1159.55
26/09/2019 04:30,349.72,1.09,1161.73
26/09/2019 04:45,354.79,1.08,1178.87
26/09/2019 05:00,353.74,1.08,1173.72
26/09/2019 05:15,382.93,0.98,1132.33
26/09/2019 05:30,485.27,0.87,1120.4
26/09/2019 05:45,558.59,0.94,1215.23
26/09/2019 06:00,555.15,0.99,1275.05
26/09/2019 06:15,544.64,1.03,1326.5
26/09/2019 06:30,468.57,1.03,1331.55
26/09/2019 06:45,417.95,1.09,1402.43
26/09/2019 07:00,404.48,1.09,1403.93
26/09/2019 07:15,407.1,1.1,1421.76
26/09/2019 07:30,405.95,1.1,1412.95
26/09/2019 07:45,415.52,1.08,1392.66
26/09/2019 08:00,420.15,1.09,1399.85
26/09/2019 08:15,420.58,1.08,1395.77
26/09/2019 08:30,420.44,1.09,1403.07
26/09/2019 08:45,414.33,1.11,1427.78
26/09/2019 09:00,408.36,1.1,1417.68
26/09/2019 09:15,406.35,1.13,1461.5
26/09/2019 09:30,402.04,1.1,1422.19
26/09/2019 09:45,401.65,1.08,1394.11
26/09/2019 10:00,397.96,1.11,1425.61
26/09/2019 10:15,400.36,1.12,1436.54
26/09/2019 10:30,393.31,1.14,1432.42
26/09/2019 10:45,387.11,1.11,1367.54
26/09/2019 11:00,384.83,1.13,1377.23
26/09/2019 11:15,378.34,1.12,1340.01
26/09/2019 11:30,382.46,1.13,1364.48
26/09/2019 11:45,382.59,1.13,1374.66
26/09/2019 12:00,378.6,1.13,1345.24
26/09/2019 12:15,370.28,1.12,1293.08
26/09/2019 12:30,369.81,1.1,1269.96
26/09/2019 12:45,372.59,1.1,1289.1
26/09/2019 13:00,373.41,1.12,1314.86
26/09/2019 13:15,368.29,1.09,1256.55
26/09/2019 13:30,369.97,1.1,1274.55
26/09/2019 13:45,367.42,1.12,1286.94
26/09/2019 14:00,365.56,1.14,1296.74
26/09/2019 14:15,374.68,1.13,1334.35
26/09/2019 14:30,387.69,1.11,1366.36
26/09/2019 14:45,411.63,1.05,1352.95
26/09/2019 15:00,426.02,1.03,1328.97
26/09/2019 15:15,426.9,1.07,1375.58
26/09/2019 15:30,403.93,1.07,1380.18
26/09/2019 15:45,396.99,1.12,1421.08
26/09/2019 16:00,400.57,1.1,1409.32
26/09/2019 16:15,400.03,1.08,1391.61
26/09/2019 16:30,399.64,1.08,1393.69
26/09/2019 16:45,409.95,1.1,1419.08
26/09/2019 17:00,411.68,1.09,1402.21
26/09/2019 17:15,410.37,1.1,1414.67
26/09/2019 17:30,407.6,1.11,1429.71
26/09/2019 17:45,404.09,1.09,1410.38
26/09/2019 18:00,399.33,1.09,1395.05
26/09/2019 18:15,394.85,1.13,1435.31
26/09/2019 18:30,393.12,1.11,1398.32
26/09/2019 18:45,394.67,1.12,1410.18
26/09/2019 19:00,390.82,1.09,1363.79
26/09/2019 19:15,388.72,1.11,1378.64
26/09/2019 19:30,384.18,1.12,1361.81
26/09/2019 19:45,383.94,1.11,1347.11
26/09/2019 20:00,380.96,1.11,1339.07
26/09/2019 20:15,383.69,1.11,1349.72
26/09/2019 20:30,378.03,1.13,1348.91
26/09/2019 20:45,376.88,1.12,1332.09
26/09/2019 21:00,378.54,1.13,1347.07
26/09/2019 21:15,377.38,1.13,1343.43
26/09/2019 21:30,379.99,1.11,1336.31
26/09/2019 21:45,378.85,1.12,1343.63
26/09/2019 22:00,375.65,1.13,1333.82
26/09/2019 22:15,374.34,1.12,1316.28
26/09/2019 22:30,370.01,1.12,1297.99
26/09/2019 22:45,366.84,1.13,1294.96
26/09/2019 23:00,366.62,1.12,1276.39
26/09/2019 23:15,367.65,1.11,1269.43
26/09/2019 23:30,364.07,1.1,1243.95
26/09/2019 23:45,365.4,1.14,1289.55
27/09/2019 00:00,369.46,1.12,1288.34
27/09/2019 00:15,366.24,1.12,1277.46
27/09/2019 00:30,363.99,1.12,1269.06
27/09/2019 00:45,365.89,1.12,1278.78
27/09/2019 01:00,362.94,1.12,1261.72
27/09/2019 01:15,363.23,1.11,1249.25
27/09/2019 01:30,363.42,1.09,1234.1
27/09/2019 01:45,359.51,1.12,1245.55
27/09/2019 02:00,361.3,1.1,1226.71
27/09/2019 02:15,360.96,1.11,1245.28
27/09/2019 02:30,362.69,1.1,1239.07
27/09/2019 02:45,362.87,1.1,1235.06
27/09/2019 03:00,353.12,1.09,1185.31
27/09/2019 03:15,361.63,1.1,1235.61
27/09/2019 03:30,351.75,1.12,1205.24
27/09/2019 03:45,354.38,1.1,1199.41
27/09/2019 04:00,355.3,1.09,1190.73
27/09/2019 04:15,354.2,1.09,1186.43
27/09/2019 04:30,354.85,1.09,1193.03
27/09/2019 04:45,349.88,1.11,1181.24
27/09/2019 05:00,351.51,1.11,1198.69
27/09/2019 05:15,355.7,1.09,1190.12
27/09/2019 05:30,356.61,1.11,1220.29
27/09/2019 05:45,352.48,1.09,1176.66
27/09/2019 06:00,346.71,1.08,1142.25
27/09/2019 06:15,353.31,1.11,1197.34
27/09/2019 06:30,350.34,1.11,1188.13
27/09/2019 06:45,348.12,1.08,1147.81
27/09/2019 07:00,351.02,1.1,1179.88
27/09/2019 07:15,351.25,1.1,1180.91
27/09/2019 07:30,346.7,1.11,1165.81
27/09/2019 07:45,349.27,1.1,1170.92
27/09/2019 08:00,350.6,1.1,1182.47
27/09/2019 08:15,348.65,1.09,1162.44
27/09/2019 08:30,351.85,1.09,1172.2
27/09/2019 08:45,353.47,1.1,1190.46
27/09/2019 09:00,353.52,1.1,1188.43
27/09/2019 09:15,346.46,1.08,1135.58
27/09/2019 09:30,347.74,1.08,1148.29
27/09/2019 09:45,349.82,1.11,1185.2
27/09/2019 10:00,349.14,1.1,1172.46
27/09/2019 10:15,351.18,1.07,1154.86
27/09/2019 10:30,350.45,1.08,1158.04
27/09/2019 10:45,350.03,1.07,1146.94
27/09/2019 11:00,350.18,1.07,1143.54
27/09/2019 11:15,355.68,1.08,1178.8
27/09/2019 11:30,361.21,1.08,1212.84
27/09/2019 11:45,361.3,1.09,1214.3
27/09/2019 12:00,365.19,1.15,1301.47
27/09/2019 12:15,373.26,1.13,1329.69
27/09/2019 12:30,369.08,1.1,1270.12
27/09/2019 12:45,358.62,1.1,1213.22
27/09/2019 13:00,354.14,1.11,1202.69
27/09/2019 13:15,353.71,1.08,1176.23
27/09/2019 13:30,361.89,1.07,1195.55
27/09/2019 13:45,414.43,0.97,1241.62
27/09/2019 14:00,427.06,0.96,1235.74
27/09/2019 14:15,463.82,0.97,1248.1
27/09/2019 14:30,472.23,1,1286.22
27/09/2019 14:45,464.63,1.01,1306.84
27/09/2019 15:00,429.94,1.07,1373.65
27/09/2019 15:15,409.84,1.08,1390.53
27/09/2019 15:30,396.6,1.09,1387.42
27/09/2019 15:45,390.16,1.08,1348.58
27/09/2019 16:00,396.55,1.09,1386
27/09/2019 16:15,403.01,1.07,1382.77
27/09/2019 16:30,407.75,1.07,1384.39
27/09/2019 16:45,410.75,1.1,1411.67
27/09/2019 17:00,406.3,1.08,1390.4
27/09/2019 17:15,408.05,1.11,1429.71
27/09/2019 17:30,403.37,1.12,1440.21
27/09/2019 17:45,397.2,1.11,1413.77
27/09/2019 18:00,397.76,1.11,1413.71
27/09/2019 18:15,394.15,1.11,1400.64
27/09/2019 18:30,397.42,1.12,1429.59
27/09/2019 18:45,396.09,1.13,1436.59
27/09/2019 19:00,392.28,1.13,1420.59
27/09/2019 19:15,389.96,1.12,1394.56
27/09/2019 19:30,385.02,1.14,1389.27
27/09/2019 19:45,380.41,1.13,1357.55
27/09/2019 20:00,381.98,1.14,1384.11
27/09/2019 20:15,378.54,1.12,1341.8
27/09/2019 20:30,379.59,1.13,1349.47
27/09/2019 20:45,381.59,1.13,1363.3
27/09/2019 21:00,375.21,1.12,1325.81
27/09/2019 21:15,377.16,1.14,1348.9
27/09/2019 21:30,378.89,1.12,1338.32
27/09/2019 21:45,376.62,1.1,1306.26
27/09/2019 22:00,373.35,1.13,1323.6
27/09/2019 22:15,371.81,1.12,1309.75
27/09/2019 22:30,372.79,1.11,1298.97
27/09/2019 22:45,374.18,1.11,1300.36
27/09/2019 23:00,368.97,1.13,1304.23
27/09/2019 23:15,372.87,1.14,1334.57
27/09/2019 23:30,367.71,1.13,1290.3
27/09/2019 23:45,368.07,1.14,1305.77
28/09/2019 00:00,367.6,1.14,1303.56
28/09/2019 00:15,367.93,1.14,1313.26
28/09/2019 00:30,373.5,1.14,1332.95
28/09/2019 00:45,372.32,1.12,1306.57
28/09/2019 01:00,368.68,1.14,1313.21
28/09/2019 01:15,367.89,1.14,1304.48
28/09/2019 01:30,369.58,1.13,1310.56
28/09/2019 01:45,366.51,1.1,1259.96
28/09/2019 02:00,363.72,1.12,1260.52
28/09/2019 02:15,367.7,1.12,1282.89
28/09/2019 02:30,363.64,1.15,1300.08
28/09/2019 02:45,360.93,1.11,1234.8
28/09/2019 03:00,356.61,1.13,1243.16
28/09/2019 03:15,363.55,1.12,1261.27
28/09/2019 03:30,365.17,1.15,1305.14
28/09/2019 03:45,368.55,1.11,1272.29
28/09/2019 04:00,366.59,1.13,1291.8
28/09/2019 04:15,360.15,1.13,1258.03
28/09/2019 04:30,370.82,1.14,1321.13
28/09/2019 04:45,375.09,1.14,1344.6
28/09/2019 05:00,367.55,1.12,1280.82
28/09/2019 05:15,364.82,1.12,1273.18
28/09/2019 05:30,362.78,1.12,1255.52
28/09/2019 05:45,363.79,1.13,1280.53
28/09/2019 06:00,363.44,1.13,1272.87
28/09/2019 06:15,381.64,1.08,1306.91
28/09/2019 06:30,409.66,1.01,1294
28/09/2019 06:45,423.71,1.01,1294.92
28/09/2019 07:00,488.82,0.94,1206.53
28/09/2019 07:15,487.31,0.98,1268.82
28/09/2019 07:30,482.06,1.02,1320.81
28/09/2019 07:45,481.93,0.97,1256.04
28/09/2019 08:00,485.43,0.98,1259.59
28/09/2019 08:15,500.94,1.01,1298.14
28/09/2019 08:30,543.86,1.05,1347.44
28/09/2019 08:45,533.32,1.01,1301.69
28/09/2019 09:00,537.99,1.05,1357.11
28/09/2019 09:15,538.48,1.04,1338.1
28/09/2019 09:30,532.3,1.03,1327.89
28/09/2019 09:45,531.68,1.03,1324.78
28/09/2019 10:00,533.49,1.04,1340.14
28/09/2019 10:15,523.04,1.04,1337.13
28/09/2019 10:30,517.05,1.04,1340.57
28/09/2019 10:45,508.83,1.05,1356.25
28/09/2019 11:00,505.53,1.04,1346.37
28/09/2019 11:15,498.15,1.04,1339.49
28/09/2019 11:30,494.26,1.03,1329.4
28/09/2019 11:45,483.69,1.04,1341.21
28/09/2019 12:00,478.03,1.06,1368.92
28/09/2019 12:15,471.13,1.07,1379.66
28/09/2019 12:30,461.98,1.07,1376.44
28/09/2019 12:45,459.97,1.06,1367.74
28/09/2019 13:00,452.5,1.06,1364.62
28/09/2019 13:15,446.73,1.07,1374.4
28/09/2019 13:30,445.21,1.08,1386.96
28/09/2019 13:45,440.93,1.06,1362.26
28/09/2019 14:00,434.27,1.08,1392.76
28/09/2019 14:15,431.36,1.08,1389.97
28/09/2019 14:30,432.03,1.08,1386.53
28/09/2019 14:45,425.29,1.09,1408.55
28/09/2019 15:00,420.7,1.07,1384.17
28/09/2019 15:15,418.72,1.07,1373.11
28/09/2019 15:30,424.01,1.07,1381.59
28/09/2019 15:45,415.37,1.07,1380.09
28/09/2019 16:00,421.83,1.08,1386.32
28/09/2019 16:15,426.87,1.07,1384.06
28/09/2019 16:30,420.47,1.08,1395.13
28/09/2019 16:45,435.92,1.06,1370.64
28/09/2019 17:00,460.82,1.03,1332.4
28/09/2019 17:15,445.78,1.02,1318.33
28/09/2019 17:30,445.46,1.05,1359.25
28/09/2019 17:45,445.14,1.06,1365.91
28/09/2019 18:00,435.24,1.08,1386.96
28/09/2019 18:15,428.62,1.09,1400.17
28/09/2019 18:30,427.04,1.08,1393.41
28/09/2019 18:45,423.74,1.08,1388.25
28/09/2019 19:00,425.63,1.09,1403.07
28/09/2019 19:15,429.69,1.09,1399.64
28/09/2019 19:30,425.14,1.07,1382.02
28/09/2019 19:45,424.88,1.06,1371.5
28/09/2019 20:00,423.26,1.1,1422.19
28/09/2019 20:15,423.21,1.09,1401.68
28/09/2019 20:30,417.03,1.08,1386.75
28/09/2019 20:45,414.69,1.09,1399.74
28/09/2019 21:00,420.93,1.1,1416.82
28/09/2019 21:15,414.24,1.1,1417.47
28/09/2019 21:30,413.07,1.11,1434.43
28/09/2019 21:45,419.02,1.07,1384.06
28/09/2019 22:00,437.91,1.02,1319.73
28/09/2019 22:15,451.32,0.97,1254.54
28/09/2019 22:30,506.88,1,1283
28/09/2019 22:45,532.68,0.99,1280.74
28/09/2019 23:00,498.68,1.01,1305.12
28/09/2019 23:15,496.56,1.03,1322.31
28/09/2019 23:30,490.73,1.03,1325.32
28/09/2019 23:45,492.7,1.04,1341.43
29/09/2019 00:00,499.06,1.03,1330.9
29/09/2019 00:15,499.45,1.04,1335.95
29/09/2019 00:30,494.48,1.01,1295.89
29/09/2019 00:45,497.65,1.03,1330.26
29/09/2019 01:00,518.96,1.02,1313.5
29/09/2019 01:15,530.13,1.01,1298.9
29/09/2019 01:30,601.58,0.98,1263.45
29/09/2019 01:45,695.64,1.05,1348.84
29/09/2019 02:00,753.98,0.99,1274.62
29/09/2019 02:15,790.07,0.94,1217.59
29/09/2019 02:30,808.18,1.03,1322.95
29/09/2019 02:45,826.46,1.05,1355.82
29/09/2019 03:00,844.3,1.15,1479.76
29/09/2019 03:15,857.47,1.14,1469.45
